3.627252799999999833e-01,4.279834800000000272e-01,4.257644400000000218e-01,5.782650900000000371e-01,2.328355699999999917e-01,4.625061999999999784e-01
5.009000700000000306e-01,5.410974899999999588e-01,4.204067200000000115e-01,6.201503800000000011e-01,2.290422199999999908e-01,7.171790000000000109e-01
5.147221199999999497e-01,3.658916999999999864e-01,-3.057380999999999988e-02,4.233726500000000170e-01,4.284755499999999828e-01,6.101990999999999943e-01
2.044973200000000102e-01,6.073730899999999489e-01,3.588544200000000073e-01,4.593583999999999862e-02,3.313710899999999793e-01,5.022986000000000395e-01
9.754638000000000198e-02,4.065765299999999915e-01,2.074918799999999897e-01,7.410847900000000488e-01,4.338899999999999979e-01,4.133777000000000146e-01
1.519484100000000060e-01,6.718270899999999601e-01,3.157231500000000080e-01,7.544596000000000080e-01,3.465007399999999738e-01,6.958512900000000112e-01
6.359100500000000045e-01,6.048866699999999597e-01,2.779016899999999790e-01,5.820201900000000483e-01,4.548071599999999881e-01,4.925001999999999991e-01
4.428791300000000097e-01,6.093325000000000546e-01,3.636540899999999854e-01,5.512502900000000317e-01,6.652582000000000217e-01,6.698199999999999710e-01
5.979178400000000337e-01,2.430665300000000029e-01,5.637231299999999612e-01,4.264173399999999781e-01,2.152580400000000116e-01,3.893450999999999995e-01
6.610281900000000155e-01,3.009330399999999850e-01,6.991908900000000093e-01,5.885413099999999842e-01,3.480853600000000103e-01,2.328009000000000051e-01
5.684107099999999857e-01,5.390342799999999768e-01,8.865433999999999815e-02,4.936977100000000118e-01,7.318518200000000418e-01,4.309778000000000220e-01
5.815265499999999754e-01,3.515831600000000057e-01,4.310547100000000076e-01,6.817431600000000147e-01,4.018813500000000261e-01,6.685126700000000310e-01
3.968233999999999928e-01,2.021797399999999967e-01,5.393610199999999688e-01,6.445891999999999733e-01,3.222368400000000244e-01,6.487884000000000428e-01
4.896827799999999842e-01,1.370931300000000075e-01,3.658951400000000076e-01,5.166366100000000516e-01,4.705566600000000155e-01,6.262229999999999741e-01
5.975635200000000147e-01,1.993329600000000035e-01,3.526618999999999726e-01,3.217515100000000183e-01,3.739042000000000199e-01,6.967351999999999990e-01
5.266851399999999961e-01,7.738894400000000395e-01,8.792912400000000295e-01,1.276643899999999887e-01,3.470543500000000114e-01,4.457772999999999874e-01
4.710048000000000012e-01,3.524598700000000084e-01,3.963000199999999751e-01,5.218478600000000522e-01,2.208214799999999867e-01,5.896692000000000045e-01
4.736320099999999922e-01,7.389232000000000022e-01,6.616326500000000443e-01,2.259143399999999913e-01,3.309157099999999740e-01,2.156599399999999944e-01
6.191419500000000520e-01,7.429256600000000432e-01,4.495392500000000013e-01,7.144696400000000169e-01,5.137154400000000232e-01,6.660941999999999696e-01
4.778634900000000019e-01,6.673104399999999492e-01,5.116612999999999856e-01,4.444307399999999908e-01,6.228303600000000273e-01,5.155967999999999662e-01
4.454000000000000181e-01,5.805733400000000488e-01,5.258738099999999971e-01,-2.499246999999999927e-02,6.217418900000000193e-01,5.911562000000000205e-01
4.772401099999999952e-01,3.957117900000000077e-01,6.710516600000000498e-01,4.107123200000000196e-01,4.803843400000000208e-01,6.062330999999999692e-01
5.243436099999999600e-01,6.138389899999999733e-01,1.520464300000000102e-01,5.424900099999999670e-01,1.613612000000000102e-01,5.110253000000000156e-01
5.053370200000000256e-01,6.935842300000000238e-01,-1.010029300000000047e-01,5.849189299999999481e-01,2.401357299999999917e-01,6.573862600000000000e-01
6.155753800000000053e-01,4.502813999999999983e-01,6.590365799999999830e-01,4.360962700000000081e-01,4.586750499999999731e-01,5.927632000000000456e-01
2.707291800000000137e-01,9.077480199999999888e-01,4.483262800000000214e-01,5.992168700000000126e-01,6.381869399999999803e-01,4.934395999999999782e-01
4.544863699999999729e-01,6.124249899999999469e-01,5.700788300000000364e-01,6.244241600000000059e-01,4.458643600000000151e-01,3.183343000000000145e-01
4.869015899999999952e-01,5.248261199999999516e-01,7.001829499999999706e-01,7.216234000000000537e-02,6.530470200000000336e-01,4.120434000000000041e-01
5.724687299999999812e-01,6.306654000000000426e-01,1.943825799999999993e-01,4.676867299999999950e-01,6.951580899999999508e-01,4.067254000000000147e-01
3.230960600000000182e-01,5.803458500000000519e-01,2.391039500000000095e-01,-2.563061000000000159e-02,3.961220599999999981e-01,1.520728100000000027e-01
6.443322299999999503e-01,8.544382200000000260e-01,5.111831300000000411e-01,5.845011500000000249e-01,3.384197999999999928e-01,4.963520000000000154e-01
1.670713199999999954e-01,7.482191299999999545e-01,3.918132799999999860e-01,7.921438200000000540e-01,6.889694800000000230e-01,4.669063999999999992e-01
4.481270500000000268e-01,5.053501500000000535e-01,4.098615899999999979e-01,2.218427099999999985e-01,4.797092399999999812e-01,4.941958000000000184e-01
7.126566800000000423e-01,4.096841800000000089e-01,4.010693200000000069e-01,6.415756599999999921e-01,7.461822900000000258e-01,2.790567999999999937e-01
4.300744000000000233e-01,4.640151699999999768e-01,5.238188000000000288e-01,4.362618600000000013e-01,4.902668600000000265e-01,4.712239999999999762e-01
3.835192000000000045e-01,4.871856399999999754e-01,6.788106900000000499e-01,3.973989299999999836e-01,4.083563399999999843e-01,6.738439000000000512e-01
6.642347800000000246e-01,2.258043000000000133e-01,6.678979900000000525e-01,5.948634400000000211e-01,6.377962400000000143e-01,7.970490000000000075e-01
4.612483099999999947e-01,6.602089899999999956e-01,4.163693800000000111e-01,7.131003200000000097e-01,7.004335299999999709e-01,6.178457000000000532e-01
4.593408700000000122e-01,5.556427200000000344e-01,5.083456299999999928e-01,1.011125400000000063e+00,1.985564700000000127e-01,3.928900000000000170e-01
4.167756499999999975e-01,6.036505300000000185e-01,3.475151400000000002e-01,6.763064100000000245e-01,5.505194100000000423e-01,4.331388999999999934e-01
5.200886399999999909e-01,7.097727900000000423e-01,5.736358000000000290e-01,4.920650100000000249e-01,5.644258300000000173e-01,5.924401000000000250e-01
5.669680700000000462e-01,3.686447700000000105e-01,1.077299300000000015e-01,8.707008400000000314e-01,6.084912000000000099e-01,4.952077400000000074e-01
4.408242800000000128e-01,7.772514400000000157e-01,4.233216300000000043e-01,8.882606600000000352e-01,2.456882599999999917e-01,7.004255000000000342e-01
3.240050500000000167e-01,3.948282599999999865e-01,3.847890800000000056e-01,6.332946600000000092e-01,6.934339600000000159e-01,5.742173000000000416e-01
2.840318099999999957e-01,2.702372399999999897e-01,5.792798300000000511e-01,3.006570199999999971e-01,3.727059699999999975e-01,4.502824000000000271e-01
1.005012299999999970e-01,8.783338999999999730e-02,7.838711000000000428e-01,4.857165800000000089e-01,3.796195299999999828e-01,4.242863000000000051e-01
5.515695000000000320e-02,8.934465799999999902e-01,1.602010700000000010e-01,8.599865799999999449e-01,6.688106799999999907e-01,5.561108999999999636e-01
3.715929499999999774e-01,4.029178900000000008e-01,5.483417099999999822e-01,7.271854899999999899e-01,4.743400700000000025e-01,7.626382099999999831e-01
